station,datetime,rainfall,temperature,humidity,wind_speed,pressure,msl_pressure,weather_main
DEHRADUN,2025-07-04 20:11:46.880766,0.09017075210857092,30.17976605058235,69.8680644264886,13.64837929997336,1011.3358926859595,1016.5783960130295,Clear
DEHRADUN,2025-07-04 19:11:46.880766,0.0,32.31535036704092,50.583223395816034,7.01565356079306,1018.6455720880965,1017.534257244289,Clear
DEHRADUN,2025-07-04 18:11:46.880766,1.1300264772252921,27.105585916030584,91.67894440807412,6.053253265519269,1014.9611182503257,1011.4599212350896,Clear
DEHRADUN,2025-07-04 17:11:46.880766,0.0,36.30481326002312,85.13403949385552,8.268938922069731,1011.8901870820331,1023.5486804196936,Rain
DEHRADUN,2025-07-04 16:11:46.880766,0.0,23.532637655075188,56.402271923580045,1.5853579786075773,1021.830921663368,1018.5378981347422,Rain
DEHRADUN,2025-07-04 15:11:46.880766,0.3248505347275663,31.68160313493957,78.73657426645694,5.276939211984454,1008.8283704026192,1015.249942100088,Rain
DEHRADUN,2025-07-04 14:11:46.880766,1.0401951508012806,24.870430862457923,71.48084829940396,11.023621643947052,1022.2646110844328,1014.1786270112244,Clear
DEHRADUN,2025-07-04 13:11:46.880766,2.010309415755991,19.077905175116523,100.0,4.88646535619885,1011.3883790873921,1011.1001808889813,Clear
DEHRADUN,2025-07-04 12:11:46.880766,0.0,22.6760626394501,91.39484858194022,17.21317050945818,1010.8450308124989,1015.2135601544785,Rain
DEHRADUN,2025-07-04 11:11:46.880766,0.0,19.031212934510435,65.79796504779159,1.659178295150154,1012.3644187098863,1010.0560424026781,Rain
DEHRADUN,2025-07-04 10:11:46.880766,2.165068188723556,28.150442626680697,42.73662797464637,5.8739230874574995,1000.0641336948153,1012.4480019186619,Rain
DEHRADUN,2025-07-04 09:11:46.880766,1.8872203223987698,32.77393805971599,73.07798050592747,8.27450134367278,1012.5618425976731,1009.0542471884061,Clear
DEHRADUN,2025-07-04 08:11:46.880766,2.2145030134024655,39.73966739115409,76.6180782535122,5.419424031499602,1017.2646811584317,1012.0704533650978,Clear
DEHRADUN,2025-07-04 07:11:46.880766,0.0,31.471064509006105,66.14264727692952,4.34885230899505,1009.3392884961222,1018.1283283050525,Clear
DEHRADUN,2025-07-04 06:11:46.880766,1.4193129108237892,28.205726055695433,76.0188490617884,9.23266866728305,1009.0801903629022,1013.876187473848,Clear
DEHRADUN,2025-07-04 05:11:46.880766,3.2164526405164393,26.135528638898165,77.67346176587658,7.523597574329841,1009.030774181556,1010.0235286393205,Rain
DEHRADUN,2025-07-04 04:11:46.880766,0.0,26.420415353208753,66.82766254408257,7.408156076137547,1010.4022399015406,1015.3003328878472,Rain
DEHRADUN,2025-07-04 03:11:46.880766,0.0,26.516841020140223,74.04740022727945,12.09683575052183,1008.799440099051,1013.7943571425137,Rain
DEHRADUN,2025-07-04 02:11:46.880766,0.0,29.156588210637864,92.79822754073626,5.24012983785468,1018.0753293495626,1018.1045697329356,Clear
DEHRADUN,2025-07-04 01:11:46.880766,2.084012165510498,26.715315321845225,60.44538878528002,2.342315412323506,1012.2722171851118,1017.2135859607318,Clear
DEHRADUN,2025-07-04 00:11:46.880766,0.0,30.430583439656356,100.0,2.182925531001234,1016.3948621977346,1025.4504830239969,Clear
DEHRADUN,2025-07-03 23:11:46.880766,0.0,21.719016415966696,63.16409065395339,11.43197214038435,1015.5387991821301,1013.1309727298722,Clear
